epoch,accuracy,loss,val_accuracy,val_loss
0,0.7037736773490906,0.5378863215446472,0.8788588643074036,0.32147276401519775
1,0.892990231513977,0.2692096531391144,0.9135618209838867,0.2333778738975525
2,0.9145199060440063,0.2240162342786789,0.9235682487487793,0.20431795716285706
3,0.9241005182266235,0.20385046303272247,0.929103672504425,0.18656380474567413
4,0.9316585063934326,0.18622995913028717,0.9367681741714478,0.1736881285905838
5,0.9368746280670166,0.17247572541236877,0.9397487640380859,0.159213587641716
6,0.9403076171875,0.16258050501346588,0.9361294507980347,0.15979674458503723
7,0.9461092352867126,0.14808818697929382,0.952522873878479,0.13386014103889465
8,0.9492229223251343,0.14048326015472412,0.9574196338653564,0.12191332876682281
9,0.9540930390357971,0.12750324606895447,0.956142246723175,0.11608920246362686
10,0.9565946459770203,0.11955846101045609,0.9503938555717468,0.12525931000709534
11,0.9574196338653564,0.11658850312232971,0.9646583199501038,0.10364653170108795
12,0.959522008895874,0.11177180707454681,0.9625293016433716,0.1148383840918541
13,0.9610655903816223,0.10724329948425293,0.9667873382568359,0.09928473830223083
14,0.9605599045753479,0.10676848143339157,0.9672130942344666,0.09639618545770645
15,0.962502658367157,0.1031937301158905,0.9621034860610962,0.10486530512571335
16,0.964179277420044,0.09878677129745483,0.9689163565635681,0.09320840239524841
17,0.965110719203949,0.09671255201101303,0.9697679281234741,0.08865824341773987
18,0.9656429886817932,0.09373873472213745,0.9687034487724304,0.09297081083059311
19,0.9642590880393982,0.09944950044155121,0.9680647253990173,0.09098834544420242
20,0.965669572353363,0.09423358738422394,0.972109854221344,0.08535948395729065
21,0.9679848551750183,0.08863262832164764,0.9706195592880249,0.08846654742956161
22,0.9670534133911133,0.09140562266111374,0.9729614853858948,0.08312807977199554
23,0.9688099026679993,0.0883348360657692,0.9704066514968872,0.08748781681060791
24,0.968197762966156,0.087934210896492,0.9704066514968872,0.08501573652029037
25,0.9700607061386108,0.08430920541286469,0.9753034114837646,0.07766440510749817
26,0.9708324670791626,0.08316539973020554,0.9738130569458008,0.08184678852558136
27,0.9702735543251038,0.08193708211183548,0.9731743931770325,0.08316583186388016
28,0.9706993699073792,0.08156939595937729,0.9712582230567932,0.08474060148000717
29,0.9709655046463013,0.08032026141881943,0.9748775959014893,0.07700543850660324
30,0.9707260131835938,0.08208264410495758,0.9767937064170837,0.07418318092823029
31,0.9708324670791626,0.0813448429107666,0.975090503692627,0.07682919502258301
32,0.9701138734817505,0.0818639025092125,0.9763678908348083,0.07385731488466263
33,0.9720034003257751,0.0800359770655632,0.9767937064170837,0.07276836037635803
34,0.9724557995796204,0.07812269032001495,0.9770066142082214,0.0714285597205162
35,0.971737265586853,0.08039957284927368,0.9746646881103516,0.0749557837843895
36,0.9733606576919556,0.07400771230459213,0.9772195219993591,0.07275755703449249
37,0.9730945229530334,0.07563168555498123,0.9772195219993591,0.06938561052083969
38,0.9727751612663269,0.07709335535764694,0.975090503692627,0.07205216586589813
39,0.9736267924308777,0.07558043301105499,0.975942075252533,0.07164730131626129
40,0.9745848178863525,0.07153944671154022,0.9763678908348083,0.06983397901058197
41,0.9744783639907837,0.07170165330171585,0.9780710935592651,0.06799622625112534
42,0.9751969575881958,0.0721207708120346,0.9778581857681274,0.06857386231422424
43,0.9742388725280762,0.07343234866857529,0.9731743931770325,0.07278312742710114
44,0.9745848178863525,0.07206633687019348,0.9789227247238159,0.06634996086359024
45,0.9755162596702576,0.06996383517980576,0.9744517803192139,0.07082486152648926
46,0.9747444987297058,0.07132072746753693,0.9802001118659973,0.06399670988321304
47,0.9744783639907837,0.07173776626586914,0.9729614853858948,0.07988470792770386
48,0.9751437306404114,0.06935741752386093,0.9744517803192139,0.07493574172258377
49,0.9743985533714294,0.0709911584854126,0.9793485403060913,0.06395213305950165
50,0.9759154915809631,0.06984154134988785,0.9787098169326782,0.0677642896771431
51,0.9761017560958862,0.06765295565128326,0.9806259274482727,0.06243981420993805
52,0.9752235412597656,0.06974276900291443,0.9782840013504028,0.06423289328813553
53,0.9761283993721008,0.06873911619186401,0.9797742962837219,0.06363755464553833
54,0.9766606092453003,0.0660027489066124,0.9740259647369385,0.07891206443309784
55,0.9755961298942566,0.07086555659770966,0.9806259274482727,0.06181700900197029
56,0.9767404794692993,0.06609628349542618,0.9797742962837219,0.06152230128645897
57,0.9772727489471436,0.06549645215272903,0.9791356325149536,0.06473840773105621
58,0.975090503692627,0.0704410970211029,0.9793485403060913,0.061165791004896164
59,0.9771928787231445,0.06571538746356964,0.979561448097229,0.06502725929021835
60,0.9769001603126526,0.06646677106618881,0.9793485403060913,0.06228017061948776
61,0.978177547454834,0.06397867202758789,0.9770066142082214,0.06859529763460159
